,gm#,date,unnamed: 2,tm,unnamed: 4,opp,w/l,r,ra,inn,w-l,rank,gb,time,d/n,attendance,cli,streak,orig. scheduled
156,151,"Tuesday, Sep 17",preview,ARI,@,COL,8:40 pm,8:40 pm,8:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
157,152,"Wednesday, Sep 18",preview,ARI,@,COL,3:10 pm,3:10 pm,3:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
158,153,"Thursday, Sep 19",preview,ARI,@,MIL,7:40 pm,7:40 pm,7:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
159,154,"Friday, Sep 20",preview,ARI,@,MIL,8:10 pm,8:10 pm,8:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
160,155,"Saturday, Sep 21",preview,ARI,@,MIL,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
161,156,"Sunday, Sep 22",preview,ARI,@,MIL,2:10 pm,2:10 pm,2:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
162,157,"Monday, Sep 23",preview,ARI,,SFG,9:40 pm,9:40 pm,9:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
163,158,"Tuesday, Sep 24",preview,ARI,,SFG,9:40 pm,9:40 pm,9:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
164,159,"Wednesday, Sep 25",preview,ARI,,SFG,9:40 pm,9:40 pm,9:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
165,160,"Friday, Sep 27",preview,ARI,,SDP,9:40 pm,9:40 pm,9:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
166,161,"Saturday, Sep 28",preview,ARI,,SDP,8:10 pm,8:10 pm,8:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
167,162,"Sunday, Sep 29",preview,ARI,,SDP,3:10 pm,3:10 pm,3:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
168,Gm#,Date,,Tm,,Opp,,,,,,,,,,,D/N,cLI,Orig. Scheduled
0,1,"Friday, Mar 29",boxscore,ATL,@,PHI,W,9,3,,1-0,1,up 1.0,2:54,D,44452,1.02,+,
1,2,"Saturday, Mar 30",boxscore,ATL,@,PHI,W,12,4,,2-0,1,up 1.0,2:58,D,44468,1.05,++,
2,3,"Sunday, Mar 31",boxscore,ATL,@,PHI,L,4,5,,2-1,1,up 1.0,2:39,D,42515,1.05,-,
3,Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
4,4,"Monday, Apr 1",boxscore,ATL,@,CHW,W,9,0,8,3-1,1,up 2.0,2:29,D,13781,.93,+,
5,5,"Tuesday, Apr 2",boxscore,ATL,@,CHW,L,2,3,,3-2,1,up 1.0,2:21,N,12300,1.05,-,
6,6,"Friday, Apr 5",boxscore,ATL,,ARI,W-wo,6,5,10,4-2,1,up 1.5,3:10,N,41426,1.06,+,
7,7,"Saturday, Apr 6",boxscore,ATL,,ARI,W,9,8,,5-2,1,up 1.5,2:49,N,41278,1.05,++,
8,8,"Sunday, Apr 7",boxscore,ATL,,ARI,W,5,2,,6-2,1,up 2.5,2:30,D,40693,1.11,+++,
9,9,"Monday, Apr 8",boxscore,ATL,,NYM,L,7,8,,6-3,1,up 1.5,3:27,N,37538,1.24,-,
10,10,"Tuesday, Apr 9",boxscore,ATL,,NYM,W,6,5,,7-3,1,up 2.5,2:42,N,32065,1.22,+,
11,11,"Thursday, Apr 11",boxscore,ATL,,NYM,L,4,16,,7-4,1,up 1.0,2:50,D,34352,1.18,-,
12,12,"Friday, Apr 12",boxscore,ATL,@,MIA,W,8,1,,8-4,1,up 2.0,2:37,N,14408,1.14,+,
13,13,"Saturday, Apr 13",boxscore,ATL,@,MIA,L,1,5,,8-5,1,up 1.0,2:12,D,22327,1.16,-,
14,14,"Sunday, Apr 14",boxscore,ATL,@,MIA,W,9,7,,9-5,1,up 2.0,2:32,D,20757,1.12,+,
15,15,"Monday, Apr 15",boxscore,ATL,@,HOU,W,6,1,,10-5,1,up 2.0,3:07,N,32407,1.08,++,
16,16,"Tuesday, Apr 16",boxscore,ATL,@,HOU,W,6,2,,11-5,1,up 2.0,2:55,N,34144,1.14,+++,
17,17,"Wednesday, Apr 17",boxscore,ATL,@,HOU,W,5,4,10,12-5,1,up 2.0,3:11,D,29073,1.13,++++,
18,18,"Friday, Apr 19",boxscore,ATL,,TEX,W,8,3,,13-5,1,up 2.0,2:30,N,40810,1.18,+++++,
19,19,"Saturday, Apr 20",boxscore,ATL,,TEX,W,5,2,,14-5,1,up 2.0,2:32,N,41744,1.18,++++++,
20,20,"Sunday, Apr 21",boxscore,ATL,,TEX,L,4,6,,14-6,1,up 1.0,2:28,N,36581,1.18,-,
21,21,"Monday, Apr 22",boxscore,ATL,,MIA,W,3,0,,15-6,1,up 1.0,2:16,N,31572,1.15,+,
22,22,"Tuesday, Apr 23",boxscore,ATL,,MIA,W,5,0,,16-6,1,up 2.0,1:54,N,33533,1.17,++,
23,23,"Wednesday, Apr 24",boxscore,ATL,,MIA,W-wo,4,3,10,17-6,1,up 3.0,2:40,N,38950,1.19,+++,
24,24,"Friday, Apr 26",boxscore,ATL,,CLE,W,6,2,,18-6,1,up 2.5,2:35,N,40210,1.16,++++,
25,25,"Saturday, Apr 27",boxscore,ATL,,CLE,L,2,4,11,18-7,1,up 1.5,2:47,N,41696,1.17,-,
26,26,"Sunday, Apr 28",boxscore,ATL,,CLE,W-wo,4,3,10,19-7,1,up 1.5,2:55,D,40758,1.15,+,
27,27,"Monday, Apr 29",boxscore,ATL,@,SEA,L-wo,1,2,,19-8,1,up 1.5,2:29,N,26452,1.12,-,
28,28,"Tuesday, Apr 30",boxscore,ATL,@,SEA,L,2,3,,19-9,1,up 0.5,2:16,N,23534,1.17,--,
29,Gm#,May,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
30,29,"Wednesday, May 1",boxscore,ATL,@,SEA,W,5,2,,20-9,1,up 0.5,2:34,D,21689,1.17,+,
31,30,"Friday, May 3",boxscore,ATL,@,LAD,L-wo,3,4,11,20-10,2,0.5,3:00,N,50859,1.23,-,
32,31,"Saturday, May 4",boxscore,ATL,@,LAD,L,2,11,,20-11,2,1.5,2:24,N,44474,1.26,--,
33,32,"Sunday, May 5",boxscore,ATL,@,LAD,L,1,5,,20-12,2,2.5,2:07,D,52733,1.24,---,
34,33,"Tuesday, May 7",boxscore,ATL,,BOS,W,4,2,,21-12,2,3.0,2:31,N,38142,1.12,+,
35,34,"Wednesday, May 8",boxscore,ATL,,BOS,W,5,0,,22-12,2,2.0,2:21,N,37015,1.08,++,
36,35,"Friday, May 10",boxscore,ATL,@,NYM,W,4,2,,23-12,2,2.0,2:27,N,23355,1.20,+++,
37,36,"Saturday, May 11",boxscore,ATL,@,NYM,W,4,1,,24-12,2,2.0,2:45,D,38919,1.21,++++,
38,37,"Sunday, May 12",boxscore,ATL,@,NYM,L-wo,3,4,,24-13,2,2.0,2:50,N,18944,1.17,-,
39,38,"Monday, May 13",boxscore,ATL,,CHC,W,2,0,,25-13,2,2.0,2:31,N,34582,1.21,+,
40,39,"Tuesday, May 14",boxscore,ATL,,CHC,W,7,0,,26-13,2,2.0,2:12,N,37357,1.20,++,
41,40,"Wednesday, May 15",boxscore,ATL,,CHC,L,1,7,,26-14,2,3.0,2:30,N,36623,1.17,-,
42,41,"Friday, May 17",boxscore,ATL,,SDP,L,1,3,,26-15,2,3.5,2:54,N,40186,1.19,--,
43,42,"Sunday, May 19",boxscore,ATL,,SDP,L,1,9,,26-16,2,5.0,2:53,N,39203,1.11,---,
44,43,"Monday, May 20 (1)",boxscore,ATL,,SDP,L,5,6,,26-17,2,5.0,2:43,D,35113,1.11,----,
45,44,"Monday, May 20 (2)",boxscore,ATL,,SDP,W,3,0,,27-17,2,5.0,2:18,N,34753,1.12,+,
46,45,"Tuesday, May 21",boxscore,ATL,@,CHC,L-wo,3,4,10,27-18,2,6.0,3:14,N,36121,1.15,-,
47,46,"Wednesday, May 22",boxscore,ATL,@,CHC,W,9,2,,28-18,2,6.0,2:08,N,37584,1.13,+,
48,47,"Thursday, May 23",boxscore,ATL,@,CHC,W,3,0,,29-18,2,6.0,2:34,D,35646,1.14,++,
49,48,"Friday, May 24",boxscore,ATL,@,PIT,L,5,11,,29-19,2,6.0,2:38,N,35822,1.10,-,
50,49,"Saturday, May 25",boxscore,ATL,@,PIT,L,1,4,,29-20,2,7.0,2:14,D,31459,1.11,--,
51,50,"Sunday, May 26",boxscore,ATL,@,PIT,W,8,1,,30-20,2,6.0,2:34,D,27416,1.11,+,
52,51,"Monday, May 27",boxscore,ATL,,WSN,L,4,8,,30-21,2,6.0,2:39,D,38858,1.14,-,
53,52,"Tuesday, May 28",boxscore,ATL,,WSN,W,2,0,,31-21,2,5.0,2:04,N,37598,1.15,+,
54,53,"Wednesday, May 29",boxscore,ATL,,WSN,L,2,7,,31-22,2,6.0,2:52,N,33654,1.17,-,
55,54,"Thursday, May 30",boxscore,ATL,,WSN,L,1,3,,31-23,2,6.5,2:35,N,37784,1.20,--,
56,55,"Friday, May 31",boxscore,ATL,,OAK,W,4,2,,32-23,2,6.5,2:07,N,40204,1.05,+,
57,Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
58,56,"Saturday, Jun 1",boxscore,ATL,,OAK,L,9,11,,32-24,2,7.5,2:53,D,41181,1.05,-,
59,57,"Sunday, Jun 2",boxscore,ATL,,OAK,W,3,1,,33-24,2,6.5,2:28,D,37853,1.02,+,
60,58,"Tuesday, Jun 4",boxscore,ATL,@,BOS,W,8,3,,34-24,2,7.0,2:16,N,34628,1.00,++,
61,59,"Wednesday, Jun 5",boxscore,ATL,@,BOS,L,0,9,,34-25,2,8.0,2:22,D,33760,1.05,-,
62,60,"Thursday, Jun 6",boxscore,ATL,@,WSN,W,5,2,,35-25,2,7.5,2:07,N,27690,1.06,+,
63,61,"Friday, Jun 7",boxscore,ATL,@,WSN,L,1,2,,35-26,2,8.0,2:10,N,39235,1.06,-,
64,62,"Saturday, Jun 8",boxscore,ATL,@,WSN,L,3,7,,35-27,2,9.0,2:29,D,33998,1.04,--,
65,63,"Sunday, Jun 9",boxscore,ATL,@,WSN,L,5,8,,35-28,2,9.0,2:38,D,34282,1.06,---,
66,64,"Tuesday, Jun 11",boxscore,ATL,@,BAL,L,0,4,,35-29,2,10.0,2:27,N,24048,1.03,----,
67,65,"Wednesday, Jun 12",boxscore,ATL,@,BAL,L,2,4,,35-30,2,10.0,2:19,N,24122,.99,-----,
68,66,"Thursday, Jun 13",boxscore,ATL,@,BAL,W,6,3,,36-30,2,9.0,2:43,D,33700,.98,+,
69,67,"Friday, Jun 14",boxscore,ATL,,TBR,W,7,3,,37-30,2,9.0,2:36,N,41046,1.06,++,
70,68,"Saturday, Jun 15",boxscore,ATL,,TBR,W,9,2,,38-30,2,8.0,2:38,D,40480,1.00,+++,
71,69,"Sunday, Jun 16",boxscore,ATL,,TBR,L,6,8,,38-31,2,8.0,2:32,D,40211,1.05,-,
72,70,"Monday, Jun 17",boxscore,ATL,,DET,W,2,1,,39-31,2,8.0,2:20,N,38273,1.04,+,
73,71,"Tuesday, Jun 18",boxscore,ATL,,DET,W,2,1,,40-31,2,8.0,2:19,N,37561,1.08,++,
74,72,"Wednesday, Jun 19",boxscore,ATL,,DET,W,7,0,,41-31,2,7.0,2:27,D,36055,1.05,+++,
75,73,"Friday, Jun 21",boxscore,ATL,@,NYY,W,8,1,,42-31,2,6.0,2:57,N,45226,1.05,++++,
76,74,"Saturday, Jun 22",boxscore,ATL,@,NYY,L,3,8,,42-32,2,7.0,2:36,N,45056,1.14,-,
77,75,"Sunday, Jun 23",boxscore,ATL,@,NYY,W,3,1,,43-32,2,7.0,2:14,D,46683,1.06,+,
78,76,"Monday, Jun 24",boxscore,ATL,@,STL,L,3,4,,43-33,2,8.0,2:24,N,36005,1.11,-,
79,77,"Wednesday, Jun 26 (1)",boxscore,ATL,@,STL,W,6,2,,44-33,2,8.0,2:49,D,33997,1.17,+,
80,78,"Wednesday, Jun 26 (2)",boxscore,ATL,@,STL,L,1,4,,44-34,2,8.0,2:15,N,33921,1.15,-,
81,79,"Thursday, Jun 27",boxscore,ATL,@,CHW,L,0,1,,44-35,2,8.0,2:14,D,12656,1.04,--,
82,80,"Friday, Jun 28",boxscore,ATL,,PIT,W,6,1,,45-35,2,8.0,2:39,N,42155,1.14,+,
83,81,"Saturday, Jun 29",boxscore,ATL,,PIT,W-wo,2,1,10,46-35,2,7.0,2:58,D,40864,1.06,++,
84,82,"Sunday, Jun 30",boxscore,ATL,,PIT,L,2,4,,46-36,2,8.0,2:31,D,36679,1.13,-,
85,Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
86,83,"Tuesday, Jul 2",boxscore,ATL,,SFG,L,3,5,,46-37,2,9.0,2:45,N,34047,1.12,--,
87,84,"Wednesday, Jul 3",boxscore,ATL,,SFG,W,3,1,,47-37,2,9.0,2:27,N,38834,1.07,+,
88,85,"Thursday, Jul 4",boxscore,ATL,,SFG,L,2,4,,47-38,2,9.0,2:24,N,40672,1.04,-,
89,86,"Friday, Jul 5",boxscore,ATL,,PHI,L,6,8,,47-39,2,10.0,3:01,N,40942,1.18,--,
90,87,"Saturday, Jul 6",boxscore,ATL,,PHI,W,5,1,,48-39,2,9.0,2:16,N,41006,1.14,+,
91,88,"Sunday, Jul 7",boxscore,ATL,,PHI,W,6,0,,49-39,2,8.0,2:26,D,36808,1.21,++,
92,89,"Monday, Jul 8",boxscore,ATL,@,ARI,W,5,4,11,50-39,2,7.5,2:45,N,20594,1.14,+++,
93,90,"Tuesday, Jul 9",boxscore,ATL,@,ARI,W,6,2,,51-39,2,7.5,2:46,N,21652,1.11,++++,
94,91,"Wednesday, Jul 10",boxscore,ATL,@,ARI,L,5,7,,51-40,2,8.5,2:21,N,18020,1.07,-,
95,92,"Thursday, Jul 11",boxscore,ATL,@,ARI,L,0,1,,51-41,2,9.5,2:29,N,27101,1.06,--,
96,93,"Friday, Jul 12",boxscore,ATL,@,SDP,W,6,1,,52-41,2,8.5,2:12,N,44390,1.09,+,
97,94,"Saturday, Jul 13",boxscore,ATL,@,SDP,L,0,4,,52-42,2,9.5,2:32,D,43097,1.05,-,
98,95,"Sunday, Jul 14",boxscore,ATL,@,SDP,W,6,3,,53-42,2,8.5,2:35,D,42132,1.14,+,
99,96,"Friday, Jul 19",preview,ATL,,STL,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
100,97,"Saturday, Jul 20",preview,ATL,,STL,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
101,98,"Sunday, Jul 21",preview,ATL,,STL,1:35 pm,1:35 pm,1:35 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
102,99,"Monday, Jul 22",preview,ATL,,CIN,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
103,Gm#,Date,,Tm,,Opp,,,,,,,,,,,D/N,cLI,Orig. Scheduled
104,100,"Tuesday, Jul 23",preview,ATL,,CIN,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
105,101,"Wednesday, Jul 24",preview,ATL,,CIN,12:20 pm,12:20 pm,12:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
106,102,"Thursday, Jul 25",preview,ATL,@,NYM,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
107,103,"Friday, Jul 26",preview,ATL,@,NYM,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
108,104,"Saturday, Jul 27",preview,ATL,@,NYM,4:10 pm,4:10 pm,4:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
109,105,"Sunday, Jul 28",preview,ATL,@,NYM,1:40 pm,1:40 pm,1:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
110,106,"Monday, Jul 29",preview,ATL,@,MIL,8:10 pm,8:10 pm,8:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
111,107,"Tuesday, Jul 30",preview,ATL,@,MIL,8:10 pm,8:10 pm,8:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
112,108,"Wednesday, Jul 31",preview,ATL,@,MIL,2:10 pm,2:10 pm,2:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
113,109,"Thursday, Aug 1",preview,ATL,,MIA,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
114,110,"Friday, Aug 2",preview,ATL,,MIA,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
115,111,"Saturday, Aug 3",preview,ATL,,MIA,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
116,112,"Sunday, Aug 4",preview,ATL,,MIA,1:35 pm,1:35 pm,1:35 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
117,113,"Tuesday, Aug 6",preview,ATL,,MIL,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
118,114,"Wednesday, Aug 7",preview,ATL,,MIL,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
119,115,"Thursday, Aug 8",preview,ATL,,MIL,12:20 pm,12:20 pm,12:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
120,116,"Friday, Aug 9",preview,ATL,@,COL,8:40 pm,8:40 pm,8:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
121,117,"Saturday, Aug 10",preview,ATL,@,COL,8:10 pm,8:10 pm,8:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
122,118,"Sunday, Aug 11",preview,ATL,@,COL,3:10 pm,3:10 pm,3:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
123,119,"Monday, Aug 12",preview,ATL,@,SFG,9:45 pm,9:45 pm,9:45 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
124,120,"Tuesday, Aug 13",preview,ATL,@,SFG,9:45 pm,9:45 pm,9:45 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
125,121,"Wednesday, Aug 14",preview,ATL,@,SFG,9:45 pm,9:45 pm,9:45 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
126,122,"Thursday, Aug 15",preview,ATL,@,SFG,3:45 pm,3:45 pm,3:45 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
127,123,"Friday, Aug 16",preview,ATL,@,LAA,9:38 pm,9:38 pm,9:38 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
128,124,"Saturday, Aug 17",preview,ATL,@,LAA,9:38 pm,9:38 pm,9:38 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
129,125,"Sunday, Aug 18",preview,ATL,@,LAA,4:07 pm,4:07 pm,4:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
130,126,"Tuesday, Aug 20",preview,ATL,,PHI,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
131,127,"Wednesday, Aug 21",preview,ATL,,PHI,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
132,128,"Thursday, Aug 22",preview,ATL,,PHI,7:15 pm,7:15 pm,7:15 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
133,129,"Friday, Aug 23",preview,ATL,,WSN,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
134,130,"Saturday, Aug 24",preview,ATL,,WSN,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
135,131,"Sunday, Aug 25",preview,ATL,,WSN,12:05 pm,12:05 pm,12:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
136,132,"Monday, Aug 26",preview,ATL,@,MIN,7:40 pm,7:40 pm,7:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
137,133,"Tuesday, Aug 27",preview,ATL,@,MIN,7:40 pm,7:40 pm,7:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
