,gm#,date,unnamed: 2,tm,unnamed: 4,opp,w/l,r,ra,inn,w-l,rank,gb,time,d/n,attendance,cli,streak,orig. scheduled
35,34,"Sunday, May 5",boxscore,CIN,,BAL,L,1,11,,16-18,3,4.5,2:37,D,31514,.83,-----,
36,35,"Tuesday, May 7",boxscore,CIN,,ARI,L,2,6,,16-19,3,5.0,2:27,N,14485,.80,------,
37,36,"Wednesday, May 8",boxscore,CIN,,ARI,L,3,4,,16-20,3,5.0,2:42,N,15660,.76,-------,
38,37,"Thursday, May 9",boxscore,CIN,,ARI,L,4,5,,16-21,4,6.0,2:51,D,18214,.71,--------,
39,38,"Friday, May 10",boxscore,CIN,@,SFG,W,4,2,,17-21,3,6.0,2:30,N,32867,.64,+,
40,39,"Saturday, May 11",boxscore,CIN,@,SFG,L,1,5,,17-22,4,7.0,2:35,D,37321,.68,-,
41,40,"Sunday, May 12",boxscore,CIN,@,SFG,L-wo,5,6,10,17-23,4,7.0,3:13,D,36210,.65,--,
42,41,"Monday, May 13",boxscore,CIN,@,ARI,L-wo,5,6,,17-24,4,7.0,3:18,N,18017,.60,---,
43,42,"Tuesday, May 14",boxscore,CIN,@,ARI,W,6,2,,18-24,4,7.0,2:30,N,20068,.56,+,
44,43,"Wednesday, May 15",boxscore,CIN,@,ARI,L,1,2,,18-25,4,8.0,1:59,D,16826,.60,-,
45,44,"Thursday, May 16",boxscore,CIN,@,LAD,W,7,2,,19-25,4,7.5,2:49,N,53527,.58,+,
46,45,"Friday, May 17",boxscore,CIN,@,LAD,L,3,7,,19-26,5,7.5,2:19,N,46832,.63,-,
47,46,"Saturday, May 18",boxscore,CIN,@,LAD,L,0,4,,19-27,5,8.5,2:07,N,49239,.60,--,
48,47,"Sunday, May 19",boxscore,CIN,@,LAD,L-wo,2,3,10,19-28,5,8.5,2:54,D,52656,.51,---,
49,48,"Tuesday, May 21",boxscore,CIN,,SDP,W,2,0,,20-28,5,8.0,2:18,N,18996,.45,+,
50,49,"Wednesday, May 22",boxscore,CIN,,SDP,L,3,7,,20-29,5,8.0,2:11,N,14255,.51,-,
51,50,"Thursday, May 23",boxscore,CIN,,SDP,L,4,6,10,20-30,5,8.5,3:15,D,16479,.47,--,
52,51,"Friday, May 24",boxscore,CIN,,LAD,W,9,6,,21-30,5,8.5,2:56,N,40074,.41,+,
53,52,"Saturday, May 25",boxscore,CIN,,LAD,W,3,1,,22-30,5,8.5,2:29,N,41880,.45,++,
54,53,"Sunday, May 26",boxscore,CIN,,LAD,W,4,1,,23-30,5,7.5,2:27,D,35619,.49,+++,
55,54,"Monday, May 27",boxscore,CIN,,STL,W,3,1,,24-30,5,7.5,2:15,D,24797,.55,++++,
56,55,"Tuesday, May 28",boxscore,CIN,,STL,L,1,7,,24-31,5,7.5,2:37,N,19471,.61,-,
57,56,"Wednesday, May 29",boxscore,CIN,,STL,L,3,5,,24-32,5,8.5,2:58,D,18713,.56,--,
58,57,"Friday, May 31",boxscore,CIN,@,CHC,W,5,4,,25-32,5,9.0,3:05,D,36281,.51,+,
59,Gm#,June,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
60,58,"Saturday, Jun 1",boxscore,CIN,@,CHC,L,5,7,,25-33,5,10.0,2:46,N,36430,.55,-,
61,59,"Sunday, Jun 2",boxscore,CIN,@,CHC,W,5,2,,26-33,5,10.0,2:24,D,38129,.50,+,
62,60,"Monday, Jun 3",boxscore,CIN,@,COL,W,13,3,,27-33,5,9.0,2:30,N,25140,.51,++,
63,61,"Tuesday, Jun 4",boxscore,CIN,@,COL,W,4,1,,28-33,5,8.0,2:22,N,25315,.56,+++,
64,62,"Wednesday, Jun 5",boxscore,CIN,@,COL,W,12,7,,29-33,5,7.0,3:12,D,27022,.63,++++,
65,63,"Thursday, Jun 6",boxscore,CIN,,CHC,W,8,4,,30-33,3,6.5,2:33,N,25601,.76,+++++,
66,64,"Friday, Jun 7",boxscore,CIN,,CHC,W,3,2,,31-33,2,6.5,2:10,N,37501,.84,++++++,
67,65,"Saturday, Jun 8",boxscore,CIN,,CHC,W,4,3,,32-33,2,6.5,2:32,D,40274,.87,+++++++,
68,66,"Sunday, Jun 9",boxscore,CIN,,CHC,L,2,4,,32-34,2,6.5,2:49,D,32737,.87,-,
69,67,"Tuesday, Jun 11",boxscore,CIN,,CLE,L,3,5,,32-35,3,7.0,2:58,N,34103,.81,--,
70,68,"Wednesday, Jun 12",boxscore,CIN,,CLE,W,4,2,,33-35,2,7.0,2:35,N,42427,.73,+,
71,69,"Friday, Jun 14",boxscore,CIN,@,MIL,W,6,5,,34-35,3,6.0,2:47,N,32810,.90,++,
72,70,"Saturday, Jun 15",boxscore,CIN,@,MIL,L,1,3,,34-36,3,7.0,2:11,D,38419,.94,-,
73,71,"Sunday, Jun 16",boxscore,CIN,@,MIL,L,4,5,,34-37,3,8.0,2:40,D,41676,.92,--,
74,72,"Monday, Jun 17",boxscore,CIN,@,PIT,L,1,4,,34-38,4,8.0,2:24,N,19951,.76,---,
75,73,"Tuesday, Jun 18",boxscore,CIN,@,PIT,W,2,1,,35-38,3,8.0,2:06,N,16880,.70,+,
76,74,"Wednesday, Jun 19",boxscore,CIN,@,PIT,L,0,1,,35-39,5,9.0,2:08,D,21527,.76,-,
77,75,"Friday, Jun 21",boxscore,CIN,,BOS,W,5,2,,36-39,3,7.5,2:30,N,37146,.61,+,
78,76,"Saturday, Jun 22",boxscore,CIN,,BOS,L,3,4,,36-40,5,7.5,2:53,D,31803,.71,-,
79,77,"Sunday, Jun 23",boxscore,CIN,,BOS,L,4,7,,36-41,5,8.5,2:53,D,29199,.64,--,
80,78,"Monday, Jun 24",boxscore,CIN,,PIT,W,11,5,,37-41,3,8.5,2:49,N,20077,.58,+,
81,79,"Tuesday, Jun 25",boxscore,CIN,,PIT,L,5,9,,37-42,4,9.5,2:45,N,25562,.63,-,
82,80,"Wednesday, Jun 26",boxscore,CIN,,PIT,L,1,6,,37-43,4,10.5,2:18,D,22450,.52,--,
83,81,"Thursday, Jun 27",boxscore,CIN,@,STL,W,11,4,,38-43,4,10.0,2:45,N,32787,.46,+,
84,82,"Friday, Jun 28",boxscore,CIN,@,STL,L,0,1,,38-44,4,11.0,2:36,N,40220,.55,-,
85,83,"Saturday, Jun 29",boxscore,CIN,@,STL,W,9,4,,39-44,4,10.0,3:03,D,39164,.49,+,
86,84,"Sunday, Jun 30",boxscore,CIN,@,STL,L,0,2,,39-45,4,11.0,2:17,D,40951,.46,-,
87,Gm#,July,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
88,85,"Tuesday, Jul 2",boxscore,CIN,@,NYY,W,5,4,,40-45,4,10.5,2:43,N,41219,.45,+,
89,86,"Wednesday, Jul 3",boxscore,CIN,@,NYY,W,3,2,,41-45,4,10.5,2:37,N,47646,.51,++,
90,87,"Thursday, Jul 4",boxscore,CIN,@,NYY,W,8,4,,42-45,3,9.5,2:56,D,43154,.53,+++,
91,88,"Friday, Jul 5",boxscore,CIN,,DET,L,4,5,,42-46,4,9.5,2:44,N,40663,.60,-,
92,89,"Saturday, Jul 6",boxscore,CIN,,DET,L,3,5,,42-47,4,9.5,2:45,D,31464,.53,--,
93,90,"Sunday, Jul 7",boxscore,CIN,,DET,L,1,5,,42-48,4,10.5,2:19,D,25451,.48,---,
94,91,"Monday, Jul 8",boxscore,CIN,,COL,W,6,0,,43-48,4,10.0,2:20,N,15873,.39,+,
95,92,"Tuesday, Jul 9",boxscore,CIN,,COL,W,12,6,,44-48,4,9.0,3:00,N,17542,.44,++,
96,93,"Wednesday, Jul 10",boxscore,CIN,,COL,L,5,6,,44-49,4,10.0,2:27,N,16836,.49,-,
97,94,"Thursday, Jul 11",boxscore,CIN,,COL,W,8,1,,45-49,4,9.0,2:38,D,20766,.47,+,
98,95,"Friday, Jul 12",boxscore,CIN,,MIA,W,7,4,,46-49,4,8.0,2:24,N,31326,.53,++,
99,96,"Saturday, Jul 13",boxscore,CIN,,MIA,W,10,6,,47-49,4,7.0,2:46,D,26219,.58,+++,
100,97,"Sunday, Jul 14",boxscore,CIN,,MIA,L,2,3,,47-50,4,8.0,2:44,D,28514,.63,-,
101,98,"Friday, Jul 19",preview,CIN,@,WSN,6:45 pm,6:45 pm,6:45 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
102,99,"Saturday, Jul 20",preview,CIN,@,WSN,6:45 pm,6:45 pm,6:45 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
103,Gm#,Date,,Tm,,Opp,,,,,,,,,,,D/N,cLI,Orig. Scheduled
104,100,"Sunday, Jul 21",preview,CIN,@,WSN,1:35 pm,1:35 pm,1:35 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
105,101,"Monday, Jul 22",preview,CIN,@,ATL,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
106,102,"Tuesday, Jul 23",preview,CIN,@,ATL,7:20 pm,7:20 pm,7:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
107,103,"Wednesday, Jul 24",preview,CIN,@,ATL,12:20 pm,12:20 pm,12:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
108,104,"Friday, Jul 26",preview,CIN,@,TBR,6:50 pm,6:50 pm,6:50 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
109,105,"Saturday, Jul 27",preview,CIN,@,TBR,4:10 pm,4:10 pm,4:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
110,106,"Sunday, Jul 28",preview,CIN,@,TBR,11:35 am,11:35 am,11:35 am,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
111,107,"Monday, Jul 29",preview,CIN,,CHC,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
112,108,"Tuesday, Jul 30",preview,CIN,,CHC,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
113,109,"Wednesday, Jul 31",preview,CIN,,CHC,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
114,110,"Friday, Aug 2",preview,CIN,,SFG,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
115,111,"Saturday, Aug 3",preview,CIN,,SFG,7:15 pm,7:15 pm,7:15 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
116,112,"Sunday, Aug 4",preview,CIN,,SFG,12:05 pm,12:05 pm,12:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
117,113,"Monday, Aug 5",preview,CIN,@,MIA,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
118,114,"Tuesday, Aug 6",preview,CIN,@,MIA,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
119,115,"Wednesday, Aug 7",preview,CIN,@,MIA,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
120,116,"Thursday, Aug 8",preview,CIN,@,MIA,6:10 pm,6:10 pm,6:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
121,117,"Friday, Aug 9",preview,CIN,@,MIL,8:10 pm,8:10 pm,8:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
122,118,"Saturday, Aug 10",preview,CIN,@,MIL,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
123,119,"Sunday, Aug 11",preview,CIN,@,MIL,2:10 pm,2:10 pm,2:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
124,120,"Monday, Aug 12",preview,CIN,,STL,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
125,121,"Tuesday, Aug 13",preview,CIN,,STL,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
126,122,"Wednesday, Aug 14",preview,CIN,,STL,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
127,123,"Friday, Aug 16",preview,CIN,,KCR,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
128,124,"Saturday, Aug 17",preview,CIN,,KCR,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
129,125,"Sunday, Aug 18",preview,CIN,,KCR,1:40 pm,1:40 pm,1:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
130,126,"Monday, Aug 19",preview,CIN,@,TOR,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
131,127,"Tuesday, Aug 20",preview,CIN,@,TOR,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
132,128,"Wednesday, Aug 21",preview,CIN,@,TOR,7:07 pm,7:07 pm,7:07 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
133,129,"Thursday, Aug 22",preview,CIN,@,PIT,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
134,130,"Friday, Aug 23",preview,CIN,@,PIT,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
135,131,"Saturday, Aug 24",preview,CIN,@,PIT,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
136,132,"Sunday, Aug 25",preview,CIN,@,PIT,1:35 pm,1:35 pm,1:35 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
137,133,"Tuesday, Aug 27",preview,CIN,,OAK,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
138,134,"Wednesday, Aug 28",preview,CIN,,OAK,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
139,135,"Thursday, Aug 29",preview,CIN,,OAK,5:10 pm,5:10 pm,5:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
140,136,"Friday, Aug 30",preview,CIN,,MIL,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
141,137,"Friday, Aug 30",preview,CIN,,MIL,12:40 pm,12:40 pm,12:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
142,138,"Saturday, Aug 31",preview,CIN,,MIL,7:15 pm,7:15 pm,7:15 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
143,139,"Sunday, Sep 1",preview,CIN,,MIL,12:10 pm,12:10 pm,12:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
144,140,"Monday, Sep 2",preview,CIN,,HOU,4:10 pm,4:10 pm,4:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
145,141,"Wednesday, Sep 4",preview,CIN,,HOU,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
146,142,"Thursday, Sep 5",preview,CIN,,HOU,1:10 pm,1:10 pm,1:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
147,143,"Friday, Sep 6",preview,CIN,@,NYM,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
148,144,"Saturday, Sep 7",preview,CIN,@,NYM,4:10 pm,4:10 pm,4:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
149,145,"Sunday, Sep 8",preview,CIN,@,NYM,1:40 pm,1:40 pm,1:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
150,146,"Tuesday, Sep 10",preview,CIN,@,STL,7:45 pm,7:45 pm,7:45 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
151,147,"Wednesday, Sep 11",preview,CIN,@,STL,7:45 pm,7:45 pm,7:45 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
152,148,"Thursday, Sep 12",preview,CIN,@,STL,1:15 pm,1:15 pm,1:15 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
153,149,"Friday, Sep 13",preview,CIN,@,MIN,8:10 pm,8:10 pm,8:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
154,Gm#,Date,,Tm,,Opp,,,,,,,,,,,D/N,cLI,Orig. Scheduled
155,150,"Saturday, Sep 14",preview,CIN,@,MIN,7:10 pm,7:10 pm,7:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
156,151,"Sunday, Sep 15",preview,CIN,@,MIN,1:05 pm,1:05 pm,1:05 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
157,152,"Tuesday, Sep 17",preview,CIN,,ATL,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
158,153,"Wednesday, Sep 18",preview,CIN,,ATL,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
159,154,"Thursday, Sep 19",preview,CIN,,ATL,1:10 pm,1:10 pm,1:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
160,155,"Friday, Sep 20",preview,CIN,,PIT,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
161,156,"Saturday, Sep 21",preview,CIN,,PIT,1:10 pm,1:10 pm,1:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
162,157,"Sunday, Sep 22",preview,CIN,,PIT,1:10 pm,1:10 pm,1:10 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
163,158,"Tuesday, Sep 24",preview,CIN,@,CLE,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
164,159,"Wednesday, Sep 25",preview,CIN,@,CLE,6:40 pm,6:40 pm,6:40 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
165,160,"Friday, Sep 27",preview,CIN,@,CHC,2:20 pm,2:20 pm,2:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
166,161,"Saturday, Sep 28",preview,CIN,@,CHC,2:20 pm,2:20 pm,2:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
167,162,"Sunday, Sep 29",preview,CIN,@,CHC,3:20 pm,3:20 pm,3:20 pm,"Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups","Game Preview, and Matchups",,,
168,Gm#,Date,,Tm,,Opp,,,,,,,,,,,D/N,cLI,Orig. Scheduled
0,1,"Thursday, Mar 28",boxscore,CLE,@,OAK,W,8,0,,1-0,1,Tied,2:22,N,13522,.96,+,
1,2,"Friday, Mar 29",boxscore,CLE,@,OAK,W,6,4,,2-0,1,up 0.5,2:39,N,3837,1.00,++,
2,3,"Saturday, Mar 30",boxscore,CLE,@,OAK,W,12,3,,3-0,1,up 0.5,3:01,D,5425,1.04,+++,
3,4,"Sunday, Mar 31",boxscore,CLE,@,OAK,L-wo,3,4,,3-1,2,0.5,2:30,D,4118,1.05,-,
4,Gm#,April,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
5,5,"Monday, Apr 1",boxscore,CLE,@,SEA,L,4,5,,3-2,2,1.5,2:35,N,21322,1.03,--,
6,6,"Tuesday, Apr 2",boxscore,CLE,@,SEA,W,5,2,,4-2,2,1.0,2:27,N,20646,1.02,+,
7,7,"Wednesday, Apr 3",boxscore,CLE,@,SEA,W,8,0,,5-2,2,0.5,2:22,D,22583,1.02,++,
8,8,"Thursday, Apr 4",boxscore,CLE,@,MIN,W,4,2,,6-2,1,Tied,2:57,D,35595,1.12,+++,
9,9,"Saturday, Apr 6",boxscore,CLE,@,MIN,W,3,1,,7-2,1,up 0.5,2:51,D,25806,1.16,++++,
10,10,"Monday, Apr 8",boxscore,CLE,,CHW,W,4,0,,8-2,1,up 2.0,2:35,N,35735,1.11,+++++,
